game_id,team,rotation,policy,player,minutes,protected,raw_fga,allocated_fga,adjustment_fga,ratio_fga,raw_fta,allocated_fta,adjustment_fta,ratio_fta,raw_tov,allocated_tov,adjustment_tov,ratio_tov,allocated_fg3a_fixed_prior_mix,design_ratio_stress
0022100004,CHI,CHI_0022100004,B14A,Carter,28,0,9.304151821420781,8.447458556123767,-0.8566932652970145,0.9079235505030491,3.644295790009453,2.1062986622475015,-1.5379971277619515,0.5779713787288484,1.5880171598923871,1.561092100738862,-0.026925059153525055,0.9830448562940279,0.9427141933529805,fta
0022100004,CHI,CHI_0022100004,B14A,Caruso,22,0,5.517487117640609,5.009456493703096,-0.508030623937513,0.9079235505030491,1.3748492489858568,0.7946235159806775,-0.5802257330051793,0.5779713787288484,1.3748492489858568,1.3515384823952539,-0.023310766590602938,0.9830448562940279,2.250149310286309,fta
0022100004,CHI,CHI_0022100004,B14A,Chris Duarte,14,0,4.141600901916572,3.760256995634724,-0.381343906281848,0.907923550503049,0.8728297632468995,0.5044706216593849,-0.3683591415875146,0.5779713787288485,1.0243517474633597,1.0069837163796547,-0.017368031083704993,0.9830448562940278,1.9603778849193227,fta
0022100004,CHI,CHI_0022100004,B14A,Denzel Valentine,8,0,3.2129754778914847,2.9171361035664676,-0.29583937432501717,0.9079235505030491,0.13129947866383473,0.07588734070971558,-0.05541213795411916,0.5779713787288484,0.32438694728712103,0.3188869199795263,-0.005500027307594746,0.9830448562940278,1.69698782947857,fta
0022100004,CHI,CHI_0022100004,B14A,LaMelo_pick4,32,0,14.64218434372092,13.293983996471255,-1.3482003472496658,0.907923550503049,3.5951791915386186,2.077910674110842,-1.5172685174277767,0.5779713787288484,3.159399895594544,3.105831816340105,-0.05356807925443885,0.9830448562940278,5.163288427200889,fta
0022100004,CHI,CHI_0022100004,B14A,LaVine,34,0,18.77541654031815,17.046642847459328,-1.728773692858823,0.907923550503049,4.982256570805707,2.879601699409439,-2.1026548713962683,0.5779713787288484,3.3939533015891232,3.3364083356293213,-0.057544965959801964,0.9830448562940279,7.240648831912823,fta
0022100004,CHI,CHI_0022100004,B14A,Markkanen,28,0,11.07304607443767,10.053479306787299,-1.019566767650371,0.9079235505030491,1.9553171570983983,1.1301173531403335,-0.8251998039580648,0.5779713787288484,1.1051792627077903,1.0864407894877195,-0.018738473220070828,0.9830448562940279,5.711765594643072,fta
0022100004,CHI,CHI_0022100004,B14A,Protagonist,32,1,12.771747747747746,12.771747747747746,0.0,1.0,3.7333333333333334,3.7333333333333334,0.0,1.0,2.3111111111111113,2.3111111111111113,0.0,1.0,3.3777777777777778,
0022100004,CHI,CHI_0022100004,B14A,Satoransky,10,0,2.518081971604608,2.2862259241169736,-0.23185604748763433,0.9079235505030491,0.6046458229688876,0.3494679799439671,-0.25517784302492047,0.5779713787288483,0.7347594810761165,0.7223015284851455,-0.012457952590971044,0.9830448562940279,0.8199837660966652,fta
0022100004,CHI,CHI_0022100004,B14A,Tony Bradley,12,0,3.4562245668754112,3.137987680093386,-0.31823688678202533,0.907923550503049,0.9649357927824751,0.5577052705393014,-0.4072305222431737,0.5779713787288483,0.5789614756694852,0.5691451006492874,-0.009816375020197832,0.9830448562940278,0.047786614417665775,fta
