event_id,game_id,date,home,away,team,player,person_id,seconds,start,comment,pts,plus_minus,official_url
2020-12-26_POR_HOU,0022000029,2020-12-26,POR,HOU,HOU,Brodric Thomas,1630271,584,0,,0,4,https://www.nba.com/game/0022000029/box-score
2020-12-26_POR_HOU,0022000029,2020-12-26,POR,HOU,HOU,Bruno Caboclo,203998,213,0,,0,7,https://www.nba.com/game/0022000029/box-score
2020-12-26_POR_HOU,0022000029,2020-12-26,POR,HOU,HOU,Christian Wood,1626174,2616,1,,31,-6,https://www.nba.com/game/0022000029/box-score
2020-12-26_POR_HOU,0022000029,2020-12-26,POR,HOU,HOU,Danuel House Jr.,1627863,2287,1,,11,-6,https://www.nba.com/game/0022000029/box-score
2020-12-26_POR_HOU,0022000029,2020-12-26,POR,HOU,HOU,David Nwaba,1628021,1607,1,,10,-5,https://www.nba.com/game/0022000029/box-score
2020-12-26_POR_HOU,0022000029,2020-12-26,POR,HOU,HOU,DeMarcus Cousins,202326,0,0,NWT - Not With Team,0,0,https://www.nba.com/game/0022000029/box-score
2020-12-26_POR_HOU,0022000029,2020-12-26,POR,HOU,HOU,Eric Gordon,201569,0,0,NWT - Not With Team,0,0,https://www.nba.com/game/0022000029/box-score
2020-12-26_POR_HOU,0022000029,2020-12-26,POR,HOU,HOU,Jae'Sean Tate,1630256,2234,0,,13,14,https://www.nba.com/game/0022000029/box-score
2020-12-26_POR_HOU,0022000029,2020-12-26,POR,HOU,HOU,James Harden,201935,2596,1,,44,-6,https://www.nba.com/game/0022000029/box-score
2020-12-26_POR_HOU,0022000029,2020-12-26,POR,HOU,HOU,John Wall,202322,0,0,NWT - Not With Team,0,0,https://www.nba.com/game/0022000029/box-score
2020-12-26_POR_HOU,0022000029,2020-12-26,POR,HOU,HOU,Mason Jones,1630222,0,0,NWT - Not With Team,0,0,https://www.nba.com/game/0022000029/box-score
2020-12-26_POR_HOU,0022000029,2020-12-26,POR,HOU,HOU,P.J. Tucker,200782,2551,1,,7,-6,https://www.nba.com/game/0022000029/box-score
2020-12-26_POR_HOU,0022000029,2020-12-26,POR,HOU,HOU,Sterling Brown,1628425,1212,0,,10,-6,https://www.nba.com/game/0022000029/box-score
2020-12-26_POR_HOU,0022000029,2020-12-26,POR,HOU,POR,Anfernee Simons,1629014,591,0,,7,-5,https://www.nba.com/game/0022000029/box-score
2020-12-26_POR_HOU,0022000029,2020-12-26,POR,HOU,POR,CJ Elleby,1629604,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000029/box-score
2020-12-26_POR_HOU,0022000029,2020-12-26,POR,HOU,POR,CJ McCollum,203468,2630,1,,44,8,https://www.nba.com/game/0022000029/box-score
2020-12-26_POR_HOU,0022000029,2020-12-26,POR,HOU,POR,Carmelo Anthony,2546,1226,0,,5,-16,https://www.nba.com/game/0022000029/box-score
2020-12-26_POR_HOU,0022000029,2020-12-26,POR,HOU,POR,Damian Lillard,203081,2481,1,,32,9,https://www.nba.com/game/0022000029/box-score
2020-12-26_POR_HOU,0022000029,2020-12-26,POR,HOU,POR,Derrick Jones Jr.,1627884,2183,1,,6,5,https://www.nba.com/game/0022000029/box-score
2020-12-26_POR_HOU,0022000029,2020-12-26,POR,HOU,POR,Enes Freedom,202683,1095,0,,10,-8,https://www.nba.com/game/0022000029/box-score
2020-12-26_POR_HOU,0022000029,2020-12-26,POR,HOU,POR,Gary Trent Jr.,1629018,355,0,,0,-8,https://www.nba.com/game/0022000029/box-score
2020-12-26_POR_HOU,0022000029,2020-12-26,POR,HOU,POR,Harry Giles III,1628385,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000029/box-score
2020-12-26_POR_HOU,0022000029,2020-12-26,POR,HOU,POR,Jusuf Nurkic,203994,2085,1,,12,10,https://www.nba.com/game/0022000029/box-score
2020-12-26_POR_HOU,0022000029,2020-12-26,POR,HOU,POR,Keljin Blevins,1629833,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000029/box-score
2020-12-26_POR_HOU,0022000029,2020-12-26,POR,HOU,POR,Robert Covington,203496,2308,1,,9,16,https://www.nba.com/game/0022000029/box-score
2020-12-26_POR_HOU,0022000029,2020-12-26,POR,HOU,POR,Rodney Hood,203918,946,0,,3,-1,https://www.nba.com/game/0022000029/box-score
2021-01-05_MEM_LAL,0022000103,2021-01-05,MEM,LAL,LAL,Alfonzo McKinnie,1628035,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000103/box-score
2021-01-05_MEM_LAL,0022000103,2021-01-05,MEM,LAL,LAL,Anthony Davis,203076,2065,1,,27,12,https://www.nba.com/game/0022000103/box-score
2021-01-05_MEM_LAL,0022000103,2021-01-05,MEM,LAL,LAL,Dennis Schroder,203471,2166,1,,11,-1,https://www.nba.com/game/0022000103/box-score
2021-01-05_MEM_LAL,0022000103,2021-01-05,MEM,LAL,LAL,Jared Dudley,201162,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000103/box-score
2021-01-05_MEM_LAL,0022000103,2021-01-05,MEM,LAL,LAL,Kyle Kuzma,1628398,1815,1,,5,21,https://www.nba.com/game/0022000103/box-score
2021-01-05_MEM_LAL,0022000103,2021-01-05,MEM,LAL,LAL,LeBron James,2544,2045,1,,26,20,https://www.nba.com/game/0022000103/box-score
2021-01-05_MEM_LAL,0022000103,2021-01-05,MEM,LAL,LAL,Marc Gasol,201188,1122,1,,3,11,https://www.nba.com/game/0022000103/box-score
2021-01-05_MEM_LAL,0022000103,2021-01-05,MEM,LAL,LAL,Markieff Morris,202693,869,0,,5,-10,https://www.nba.com/game/0022000103/box-score
2021-01-05_MEM_LAL,0022000103,2021-01-05,MEM,LAL,LAL,Montrezl Harrell,1626149,1209,0,,9,-13,https://www.nba.com/game/0022000103/box-score
2021-01-05_MEM_LAL,0022000103,2021-01-05,MEM,LAL,LAL,Quinn Cook,1626188,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000103/box-score
2021-01-05_MEM_LAL,0022000103,2021-01-05,MEM,LAL,LAL,Talen Horton-Tucker,1629659,1323,0,,4,-22,https://www.nba.com/game/0022000103/box-score
2021-01-05_MEM_LAL,0022000103,2021-01-05,MEM,LAL,LAL,Wesley Matthews,202083,1786,0,,4,-8,https://www.nba.com/game/0022000103/box-score
2021-01-05_MEM_LAL,0022000103,2021-01-05,MEM,LAL,MEM,Brandon Clarke,1629634,1713,1,,12,-10,https://www.nba.com/game/0022000103/box-score
2021-01-05_MEM_LAL,0022000103,2021-01-05,MEM,LAL,MEM,De'Anthony Melton,1629001,945,0,,5,12,https://www.nba.com/game/0022000103/box-score
2021-01-05_MEM_LAL,0022000103,2021-01-05,MEM,LAL,MEM,Desmond Bane,1630217,1480,0,,7,12,https://www.nba.com/game/0022000103/box-score
2021-01-05_MEM_LAL,0022000103,2021-01-05,MEM,LAL,MEM,Dillon Brooks,1628415,1754,1,,13,-16,https://www.nba.com/game/0022000103/box-score
2021-01-05_MEM_LAL,0022000103,2021-01-05,MEM,LAL,MEM,Gorgui Dieng,203476,1298,0,,13,8,https://www.nba.com/game/0022000103/box-score
2021-01-05_MEM_LAL,0022000103,2021-01-05,MEM,LAL,MEM,Grayson Allen,1628960,943,0,,3,15,https://www.nba.com/game/0022000103/box-score
2021-01-05_MEM_LAL,0022000103,2021-01-05,MEM,LAL,MEM,John Konchar,1629723,0,0,DND - Injury/Illness,0,0,https://www.nba.com/game/0022000103/box-score
2021-01-05_MEM_LAL,0022000103,2021-01-05,MEM,LAL,MEM,Jonas Valanciunas,202685,1543,1,,13,-10,https://www.nba.com/game/0022000103/box-score
2021-01-05_MEM_LAL,0022000103,2021-01-05,MEM,LAL,MEM,Kyle Anderson,203937,1739,1,,10,-17,https://www.nba.com/game/0022000103/box-score
2021-01-05_MEM_LAL,0022000103,2021-01-05,MEM,LAL,MEM,Sean McDermott,1630253,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000103/box-score
2021-01-05_MEM_LAL,0022000103,2021-01-05,MEM,LAL,MEM,Tim Frazier,204025,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000103/box-score
2021-01-05_MEM_LAL,0022000103,2021-01-05,MEM,LAL,MEM,Tyus Jones,1626145,1933,1,,8,-17,https://www.nba.com/game/0022000103/box-score
2021-01-05_MEM_LAL,0022000103,2021-01-05,MEM,LAL,MEM,Xavier Tillman,1630214,1054,0,,8,13,https://www.nba.com/game/0022000103/box-score
2021-01-11_POR_TOR,0022000155,2021-01-11,POR,TOR,POR,Anfernee Simons,1629014,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000155/box-score
2021-01-11_POR_TOR,0022000155,2021-01-11,POR,TOR,POR,CJ Elleby,1629604,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000155/box-score
2021-01-11_POR_TOR,0022000155,2021-01-11,POR,TOR,POR,CJ McCollum,203468,2339,1,,30,-7,https://www.nba.com/game/0022000155/box-score
2021-01-11_POR_TOR,0022000155,2021-01-11,POR,TOR,POR,Carmelo Anthony,2546,2115,0,,20,2,https://www.nba.com/game/0022000155/box-score
2021-01-11_POR_TOR,0022000155,2021-01-11,POR,TOR,POR,Damian Lillard,203081,2404,1,,23,9,https://www.nba.com/game/0022000155/box-score
2021-01-11_POR_TOR,0022000155,2021-01-11,POR,TOR,POR,Derrick Jones Jr.,1627884,1157,1,,4,8,https://www.nba.com/game/0022000155/box-score
2021-01-11_POR_TOR,0022000155,2021-01-11,POR,TOR,POR,Enes Freedom,202683,930,0,,14,0,https://www.nba.com/game/0022000155/box-score
2021-01-11_POR_TOR,0022000155,2021-01-11,POR,TOR,POR,Gary Trent Jr.,1629018,1784,0,,8,12,https://www.nba.com/game/0022000155/box-score
2021-01-11_POR_TOR,0022000155,2021-01-11,POR,TOR,POR,Harry Giles III,1628385,289,0,,2,2,https://www.nba.com/game/0022000155/box-score
2021-01-11_POR_TOR,0022000155,2021-01-11,POR,TOR,POR,Jusuf Nurkic,203994,526,1,,2,-13,https://www.nba.com/game/0022000155/box-score
2021-01-11_POR_TOR,0022000155,2021-01-11,POR,TOR,POR,Nassir Little,1629642,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000155/box-score
2021-01-11_POR_TOR,0022000155,2021-01-11,POR,TOR,POR,Robert Covington,203496,2032,1,,7,4,https://www.nba.com/game/0022000155/box-score
2021-01-11_POR_TOR,0022000155,2021-01-11,POR,TOR,POR,Rodney Hood,203918,824,0,,2,-12,https://www.nba.com/game/0022000155/box-score
2021-01-11_POR_TOR,0022000155,2021-01-11,POR,TOR,TOR,Alex Len,203458,573,1,,0,-1,https://www.nba.com/game/0022000155/box-score
2021-01-11_POR_TOR,0022000155,2021-01-11,POR,TOR,TOR,Aron Baynes,203382,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000155/box-score
2021-01-11_POR_TOR,0022000155,2021-01-11,POR,TOR,TOR,Chris Boucher,1628449,1932,0,,20,1,https://www.nba.com/game/0022000155/box-score
2021-01-11_POR_TOR,0022000155,2021-01-11,POR,TOR,TOR,DeAndre' Bembry,1627761,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000155/box-score
2021-01-11_POR_TOR,0022000155,2021-01-11,POR,TOR,TOR,Fred VanVleet,1627832,2205,1,,10,-2,https://www.nba.com/game/0022000155/box-score
2021-01-11_POR_TOR,0022000155,2021-01-11,POR,TOR,TOR,Kyle Lowry,200768,2134,1,,18,-1,https://www.nba.com/game/0022000155/box-score
2021-01-11_POR_TOR,0022000155,2021-01-11,POR,TOR,TOR,Malachi Flynn,1630201,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000155/box-score
2021-01-11_POR_TOR,0022000155,2021-01-11,POR,TOR,TOR,Matt Thomas,1629744,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000155/box-score
2021-01-11_POR_TOR,0022000155,2021-01-11,POR,TOR,TOR,Norman Powell,1626181,1226,0,,10,9,https://www.nba.com/game/0022000155/box-score
2021-01-11_POR_TOR,0022000155,2021-01-11,POR,TOR,TOR,O.G. Anunoby,1628384,2157,1,,18,-4,https://www.nba.com/game/0022000155/box-score
2021-01-11_POR_TOR,0022000155,2021-01-11,POR,TOR,TOR,Pascal Siakam,1627783,2205,1,,22,-2,https://www.nba.com/game/0022000155/box-score
2021-01-11_POR_TOR,0022000155,2021-01-11,POR,TOR,TOR,Paul Watson,1628778,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000155/box-score
2021-01-11_POR_TOR,0022000155,2021-01-11,POR,TOR,TOR,Stanley Johnson,1626169,1398,0,,7,4,https://www.nba.com/game/0022000155/box-score
2021-01-11_POR_TOR,0022000155,2021-01-11,POR,TOR,TOR,Terence Davis,1629056,570,0,,6,-9,https://www.nba.com/game/0022000155/box-score
2021-01-11_POR_TOR,0022000155,2021-01-11,POR,TOR,TOR,Yuta Watanabe,1629139,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000155/box-score
2021-01-18_LAL_GSW,0022000212,2021-01-18,LAL,GSW,GSW,Andrew Wiggins,203952,1907,1,,18,-8,https://www.nba.com/game/0022000212/box-score
2021-01-18_LAL_GSW,0022000212,2021-01-18,LAL,GSW,GSW,Brad Wanamaker,202954,1019,0,,4,8,https://www.nba.com/game/0022000212/box-score
2021-01-18_LAL_GSW,0022000212,2021-01-18,LAL,GSW,GSW,Damion Lee,1627814,1085,0,,3,10,https://www.nba.com/game/0022000212/box-score
2021-01-18_LAL_GSW,0022000212,2021-01-18,LAL,GSW,GSW,Draymond Green,203110,1854,1,,7,-8,https://www.nba.com/game/0022000212/box-score
2021-01-18_LAL_GSW,0022000212,2021-01-18,LAL,GSW,GSW,Eric Paschall,1629672,1156,0,,19,1,https://www.nba.com/game/0022000212/box-score
2021-01-18_LAL_GSW,0022000212,2021-01-18,LAL,GSW,GSW,James Wiseman,1630164,771,1,,4,-19,https://www.nba.com/game/0022000212/box-score
2021-01-18_LAL_GSW,0022000212,2021-01-18,LAL,GSW,GSW,Jordan Poole,1629673,323,0,,0,10,https://www.nba.com/game/0022000212/box-score
2021-01-18_LAL_GSW,0022000212,2021-01-18,LAL,GSW,GSW,Kelly Oubre Jr.,1626162,2225,1,,23,5,https://www.nba.com/game/0022000212/box-score
2021-01-18_LAL_GSW,0022000212,2021-01-18,LAL,GSW,GSW,Kent Bazemore,203145,761,0,,4,2,https://www.nba.com/game/0022000212/box-score
2021-01-18_LAL_GSW,0022000212,2021-01-18,LAL,GSW,GSW,Kevon Looney,1626172,1161,0,,7,12,https://www.nba.com/game/0022000212/box-score
2021-01-18_LAL_GSW,0022000212,2021-01-18,LAL,GSW,GSW,Mychal Mulder,1628539,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000212/box-score
2021-01-18_LAL_GSW,0022000212,2021-01-18,LAL,GSW,GSW,Stephen Curry,201939,2137,1,,26,-3,https://www.nba.com/game/0022000212/box-score
2021-01-18_LAL_GSW,0022000212,2021-01-18,LAL,GSW,LAL,Alex Caruso,1627936,1170,0,,7,7,https://www.nba.com/game/0022000212/box-score
2021-01-18_LAL_GSW,0022000212,2021-01-18,LAL,GSW,LAL,Alfonzo McKinnie,1628035,0,0,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000212/box-score
2021-01-18_LAL_GSW,0022000212,2021-01-18,LAL,GSW,LAL,Anthony Davis,203076,2223,1,,17,12,https://www.nba.com/game/0022000212/box-score
2021-01-18_LAL_GSW,0022000212,2021-01-18,LAL,GSW,LAL,Dennis Schroder,203471,1988,1,,25,7,https://www.nba.com/game/0022000212/box-score
2021-01-18_LAL_GSW,0022000212,2021-01-18,LAL,GSW,LAL,Kentavious Caldwell-Pope,203484,1374,1,,4,-2,https://www.nba.com/game/0022000212/box-score
2021-01-18_LAL_GSW,0022000212,2021-01-18,LAL,GSW,LAL,Kyle Kuzma,1628398,1486,0,,15,-13,https://www.nba.com/game/0022000212/box-score
