event_id,profile,rival_minutes,method,fatigue,actual_home_margin,selected,status,home_margin_constant,away_margin_constant,unknown_coefficients,home_margin_band,conditional_sign,workload_coefficients,emergency_role_teams
2020-12-22_BKN_GSW,LOW_MINUTES,,RAPTOR_RS_EB,0,26,False,CONDITIONAL_IMPACT,26.0,-26.0,{},"[26.0,26.0]",HOME,"[0,0]",[]
2020-12-22_BKN_GSW,LOW_MINUTES,,RAPTOR_RS_EB,0.5,26,False,CONDITIONAL_IMPACT,26.0,-26.0,{},"[26.0,26.0]",HOME,"[0,0]",[]
2020-12-22_BKN_GSW,LOW_MINUTES,,RAPTOR_RS_EB,1,26,False,CONDITIONAL_IMPACT,26.0,-26.0,{},"[26.0,26.0]",HOME,"[0,0]",[]
2020-12-22_BKN_GSW,LOW_MINUTES,,BPM_MAR25_EB,0,26,False,CONDITIONAL_IMPACT,26.0,-26.0,{},"[26.0,26.0]",HOME,"[0,0]",[]
2020-12-22_BKN_GSW,LOW_MINUTES,,BPM_MAR25_EB,0.5,26,False,CONDITIONAL_IMPACT,26.0,-26.0,{},"[26.0,26.0]",HOME,"[0,0]",[]
2020-12-22_BKN_GSW,LOW_MINUTES,,BPM_MAR25_EB,1,26,False,CONDITIONAL_IMPACT,26.0,-26.0,{},"[26.0,26.0]",HOME,"[0,0]",[]
2020-12-22_BKN_GSW,HIGH_MINUTES,,RAPTOR_RS_EB,0,26,False,CONDITIONAL_IMPACT,26.0,-26.0,{},"[26.0,26.0]",HOME,"[0,0]",[]
2020-12-22_BKN_GSW,HIGH_MINUTES,,RAPTOR_RS_EB,0.5,26,False,CONDITIONAL_IMPACT,26.0,-26.0,{},"[26.0,26.0]",HOME,"[0,0]",[]
2020-12-22_BKN_GSW,HIGH_MINUTES,,RAPTOR_RS_EB,1,26,False,CONDITIONAL_IMPACT,26.0,-26.0,{},"[26.0,26.0]",HOME,"[0,0]",[]
2020-12-22_BKN_GSW,HIGH_MINUTES,,BPM_MAR25_EB,0,26,False,CONDITIONAL_IMPACT,26.0,-26.0,{},"[26.0,26.0]",HOME,"[0,0]",[]
2020-12-22_BKN_GSW,HIGH_MINUTES,,BPM_MAR25_EB,0.5,26,False,CONDITIONAL_IMPACT,26.0,-26.0,{},"[26.0,26.0]",HOME,"[0,0]",[]
2020-12-22_BKN_GSW,HIGH_MINUTES,,BPM_MAR25_EB,1,26,False,CONDITIONAL_IMPACT,26.0,-26.0,{},"[26.0,26.0]",HOME,"[0,0]",[]
2020-12-22_LAL_LAC,LOW_MINUTES,,RAPTOR_RS_EB,0,-7,False,CONDITIONAL_IMPACT,-7.0,7.0,{},"[-7.0,-7.0]",AWAY,"[0,0]",[]
2020-12-22_LAL_LAC,LOW_MINUTES,,RAPTOR_RS_EB,0.5,-7,False,CONDITIONAL_IMPACT,-7.0,7.0,{},"[-7.0,-7.0]",AWAY,"[0,0]",[]
2020-12-22_LAL_LAC,LOW_MINUTES,,RAPTOR_RS_EB,1,-7,False,CONDITIONAL_IMPACT,-7.0,7.0,{},"[-7.0,-7.0]",AWAY,"[0,0]",[]
2020-12-22_LAL_LAC,LOW_MINUTES,,BPM_MAR25_EB,0,-7,False,CONDITIONAL_IMPACT,-7.0,7.0,{},"[-7.0,-7.0]",AWAY,"[0,0]",[]
2020-12-22_LAL_LAC,LOW_MINUTES,,BPM_MAR25_EB,0.5,-7,False,CONDITIONAL_IMPACT,-7.0,7.0,{},"[-7.0,-7.0]",AWAY,"[0,0]",[]
2020-12-22_LAL_LAC,LOW_MINUTES,,BPM_MAR25_EB,1,-7,False,CONDITIONAL_IMPACT,-7.0,7.0,{},"[-7.0,-7.0]",AWAY,"[0,0]",[]
2020-12-22_LAL_LAC,HIGH_MINUTES,,RAPTOR_RS_EB,0,-7,False,CONDITIONAL_IMPACT,-7.0,7.0,{},"[-7.0,-7.0]",AWAY,"[0,0]",[]
2020-12-22_LAL_LAC,HIGH_MINUTES,,RAPTOR_RS_EB,0.5,-7,False,CONDITIONAL_IMPACT,-7.0,7.0,{},"[-7.0,-7.0]",AWAY,"[0,0]",[]
2020-12-22_LAL_LAC,HIGH_MINUTES,,RAPTOR_RS_EB,1,-7,False,CONDITIONAL_IMPACT,-7.0,7.0,{},"[-7.0,-7.0]",AWAY,"[0,0]",[]
2020-12-22_LAL_LAC,HIGH_MINUTES,,BPM_MAR25_EB,0,-7,False,CONDITIONAL_IMPACT,-7.0,7.0,{},"[-7.0,-7.0]",AWAY,"[0,0]",[]
2020-12-22_LAL_LAC,HIGH_MINUTES,,BPM_MAR25_EB,0.5,-7,False,CONDITIONAL_IMPACT,-7.0,7.0,{},"[-7.0,-7.0]",AWAY,"[0,0]",[]
2020-12-22_LAL_LAC,HIGH_MINUTES,,BPM_MAR25_EB,1,-7,False,CONDITIONAL_IMPACT,-7.0,7.0,{},"[-7.0,-7.0]",AWAY,"[0,0]",[]
2020-12-23_CLE_CHA,LOW_MINUTES,,RAPTOR_RS_EB,0,7,False,CONDITIONAL_IMPACT,8.17799675,-8.17799675,{},"[8.17799675,8.17799675]",HOME,"[0,0]",[]
2020-12-23_CLE_CHA,LOW_MINUTES,,RAPTOR_RS_EB,0.5,7,False,CONDITIONAL_IMPACT,8.17799675,-8.17799675,{},"[8.17799675,8.17799675]",HOME,"[0,0]",[]
2020-12-23_CLE_CHA,LOW_MINUTES,,RAPTOR_RS_EB,1,7,False,CONDITIONAL_IMPACT,8.17799675,-8.17799675,{},"[8.17799675,8.17799675]",HOME,"[0,0]",[]
2020-12-23_CLE_CHA,LOW_MINUTES,,BPM_MAR25_EB,0,7,False,CONDITIONAL_IMPACT,8.70416915,-8.70416915,{},"[8.70416915,8.70416915]",HOME,"[0,0]",[]
2020-12-23_CLE_CHA,LOW_MINUTES,,BPM_MAR25_EB,0.5,7,False,CONDITIONAL_IMPACT,8.70416915,-8.70416915,{},"[8.70416915,8.70416915]",HOME,"[0,0]",[]
2020-12-23_CLE_CHA,LOW_MINUTES,,BPM_MAR25_EB,1,7,False,CONDITIONAL_IMPACT,8.70416915,-8.70416915,{},"[8.70416915,8.70416915]",HOME,"[0,0]",[]
2020-12-23_CLE_CHA,HIGH_MINUTES,,RAPTOR_RS_EB,0,7,False,CONDITIONAL_IMPACT,8.36620609,-8.36620609,{},"[8.36620609,8.36620609]",HOME,"[0,0]",[]
2020-12-23_CLE_CHA,HIGH_MINUTES,,RAPTOR_RS_EB,0.5,7,False,CONDITIONAL_IMPACT,8.36620609,-8.36620609,{},"[8.36620609,8.36620609]",HOME,"[0,0]",[]
2020-12-23_CLE_CHA,HIGH_MINUTES,,RAPTOR_RS_EB,1,7,False,CONDITIONAL_IMPACT,8.36620609,-8.36620609,{},"[8.36620609,8.36620609]",HOME,"[0,0]",[]
2020-12-23_CLE_CHA,HIGH_MINUTES,,BPM_MAR25_EB,0,7,False,CONDITIONAL_IMPACT,8.88425891,-8.88425891,{},"[8.88425891,8.88425891]",HOME,"[0,0]",[]
2020-12-23_CLE_CHA,HIGH_MINUTES,,BPM_MAR25_EB,0.5,7,False,CONDITIONAL_IMPACT,8.88425891,-8.88425891,{},"[8.88425891,8.88425891]",HOME,"[0,0]",[]
2020-12-23_CLE_CHA,HIGH_MINUTES,,BPM_MAR25_EB,1,7,False,CONDITIONAL_IMPACT,8.88425891,-8.88425891,{},"[8.88425891,8.88425891]",HOME,"[0,0]",[]
2020-12-23_IND_NYK,LOW_MINUTES,,RAPTOR_RS_EB,0,14,False,CONDITIONAL_IMPACT,14.0,-14.0,{},"[14.0,14.0]",HOME,"[0,0]",[]
2020-12-23_IND_NYK,LOW_MINUTES,,RAPTOR_RS_EB,0.5,14,False,CONDITIONAL_IMPACT,14.0,-14.0,{},"[14.0,14.0]",HOME,"[0,0]",[]
2020-12-23_IND_NYK,LOW_MINUTES,,RAPTOR_RS_EB,1,14,False,CONDITIONAL_IMPACT,14.0,-14.0,{},"[14.0,14.0]",HOME,"[0,0]",[]
2020-12-23_IND_NYK,LOW_MINUTES,,BPM_MAR25_EB,0,14,False,CONDITIONAL_IMPACT,14.0,-14.0,{},"[14.0,14.0]",HOME,"[0,0]",[]
2020-12-23_IND_NYK,LOW_MINUTES,,BPM_MAR25_EB,0.5,14,False,CONDITIONAL_IMPACT,14.0,-14.0,{},"[14.0,14.0]",HOME,"[0,0]",[]
2020-12-23_IND_NYK,LOW_MINUTES,,BPM_MAR25_EB,1,14,False,CONDITIONAL_IMPACT,14.0,-14.0,{},"[14.0,14.0]",HOME,"[0,0]",[]
